subject,predicate,object
研究价值,边疆民族发展演变活化石)26.(现状变化,日常着时装仅仪式场合穿传统服饰
工艺传承困境,年轻人不愿学习制作繁杂工序)28.(传承人群体,年龄偏大的村中老人
代表性传承人,"麻有兰/余兴梅/曹光彩)
1.(雨露白族正月灯会","社会学特征,家族传承与师徒相传结合"
雨露白族正月灯会,社会学特征,集体活动中相互学习切磋技艺
雨露白族正月灯会,民族学特征,白语演唱传统剧目
雨露白族正月灯会,民族学特征,保留跪迎高亲和接姑奶奶习俗
雨露白族正月灯会,历史学特征,清光绪《镇南州志略》记载土主会
雨露白族正月灯会,历史学特征,每年正月初八举办源于土主诞辰庆典
雨露白族正月灯会,符号学特征,松针铺路寓意迎接吉祥
雨露白族正月灯会,符号学特征,绕村巡游预示风调雨顺
雨露白族正月灯会,美学特征,舞狮子与耍大刀表演
雨露白族正月灯会,美学特征,白族传统古装灯戏剧目
雨露白族正月灯会,美学特征,多乐器伴奏体系含锣鼓/二胡/三弦
金竹舞,民族学特征,彝族叟人支系
金竹舞,历史学特征,展示古人生产劳作场景
金竹舞,历史学特征,演示特定历史事件
金竹舞,符号学特征,白毛巾
金竹舞,符号学特征,逆时针方向行进
金竹舞,美学特征,原始古朴而简练大方自然
金竹舞,美学特征,叙事写实性强
金竹舞,美学特征,情感真挚热情奔放
金竹舞,民族学特征,岁时历法
金竹舞,民族学特征,民族源流
金竹舞,民族学特征,音乐文学
金竹舞,民族学特征,服饰美学
金竹舞,符号学特征,葫芦笙
金竹舞,符号学特征,牛皮鼓
金竹舞,符号学特征,平面锣
金竹舞,符号学特征,牛角伴奏
金竹舞,历史学特征,云南省第三批省级非物质文化遗产代表性项目名录
蓝靛瑶,度戒年龄范围,十至岁之间
大板瑶,度戒时间,婚后
度戒仪式主持人,身份,德高望重的道公和师公
蓝靛瑶支系度戒程序,包括环节,吃斋修炼
蓝靛瑶支系度戒程序,包括环节,开坛请诸神入香位
蓝靛瑶支系度戒程序,包括环节,占卜选神帅
蓝靛瑶支系度戒程序,包括环节,师公带领活动
蓝靛瑶支系度戒程序,包括环节,道公带领活动
蓝靛瑶支系度戒程序,包括环节,云台降生仪式
蓝靛瑶支系度戒程序,包括环节,十问十答仪式
大板瑶度戒程序,包括环节,净身修炼
大板瑶度戒程序,包括环节,开坛请神
大板瑶度戒程序,包括环节,过斋门
大板瑶度戒程序,包括环节,挂七星灯
大板瑶度戒程序,包括环节,传法授印
大板瑶度戒程序,包括环节,订立阴阳合同
两广传入的道教经书,整理者,富宁瑶族智者
系统化的文本名称,称谓,瑶书
洞波乡,文化特征,度戒习俗保留完整
大板瑶与蓝靛瑶度戒,共同依据,瑶书所记流程
受戒人被授予内容,具体条目,十戒
道德行为戒律体现教义,包括观念,敬天法祖
道德行为戒律体现教义,包括观念,忠孝节义
道德行为戒律体现教义,包括观念,仁爱诚信
道德行为戒律体现教义,包括观念,济世渡人
大板瑶度戒内容特色,纳入条款,夫妻永世相守
大板瑶度戒内容特色,纳入条款,不离不弃
瑶族道德培养方式特点,发展特征,与时俱进
度戒的社会作用,促进效果,家庭和睦
度戒的社会作用,促进效果,民族团结
度戒的社会作用,促进效果,边疆稳定
富宁瑶族度戒,政策关联,非遗保护政策实践
富宁瑶族度戒,文化价值,提升边疆民族文化软实力
瑶族度戒宗旨目的,核心目标,让受戒人经历考验
瑶族度戒宗旨目的,实施方式,接受训戒条文
瑶族度戒仪式象征意义,表现形式,死亡和复活仪式
经过度戒的男子社会功能意义,作为窗口,了解瑶族社会伦理道德
经过度戒的男子社会功能意义,作为窗口,了解瑶族宗教观念
年富宁瑶族度戒,荣誉认定,云南省第四批省级非物质文化遗产代表性项目名录
年富宁瑶族度戒项目,代表性传承人,熊建文
华宁县竹编技艺,融合,中原文化
华宁县竹编技艺,融合,云南多元民族文化
华宁竹编,促进,民族团结
华宁竹编,推动,和谐社会构建
《黎县志》,记载,清咸丰四年华溪斗笠创始人赴建水学习
周志、豆诚、张俊、张庆,身份,华溪斗笠创始人
华宁竹编品种,包括,斗笠/簸箕/竹篮/竹兜/谷箩/背箩/背篮/竹筛/筲箕/鱼箩/果篮/提箩/米筛/箩筐/土箕/针线盒/花篮/鸟笼/竹毯/竹编玩具
竹编制作流程,包括,劈篾/刮篾/划篾/磨光/编结
篾皮,用途,编制精细竹器及花纹图案
二篾,用途,编制器物骨架
竹心,处理方式,一般不用
破篾和拉篾,主要执行者,男子
编织工作,主要执行者,女子
华宁竹编特点,包括,结构紧密/结实耐用/美观精细/雅致大方/透气环保
社会需求减少,导致,竹子种植面积缩减
耗时长、成本高,制约,竹编制品产量与销量
技术人才流失,原因,产量销量下降与社会需求减少
华宁竹编,入选,云南省第四批省级非物质文化遗产代表性项目名录
张文华,身份,项目代表性传承人
大过口乡,民族构成,彝族占多数其他为汉族
大过口乡境内最高峰,名称,白竹山
白竹山,海拔,米
大过口乡最低处,名称,马龙河
大过口乡经济林木,包括,泡核桃、茶树、梨树
大过口乡,留存建筑,明代建的大方广寺
大过口乡,留存建筑,高僧学蕴和尚灵塔及碑刻
当地信仰,包括,土主崇拜和毕摩祭祀
当地习俗,涉及方面,起房盖屋、讨亲嫁娶、丧葬、起居
歌舞形式,包括,大三弦舞、葫芦笙舞、羊皮鼓舞、左脚舞
音乐类型,包括,酒歌
民族曲艺,包括,阿苏嗻、说唱青棚调
传统乐器,包括,大三弦、笛噜、小闷笛、响篾口弦、月琴、大号、筒子、羊皮鼓、小二胡、师刀、羊角号、牛角号
文化功能,用于,社会交往、感情交流
大过口乡定位,描述,楚雄市民族民间传统文化保存最完好的彝族聚居乡镇
保护措施,包括,成立非物质文化遗产保护传习所
教育机构参与,案例,大过口乡中心完小常年坚持开展民族歌舞传承活动
荣誉入选,项目,云南省第三批省级非物质文化遗产代表性项目名录
元阳那里傣族土陶制作技艺,民族归属,傣族
元阳那里傣族土陶制作技艺,工艺类型,泥条盘筑慢轮制陶
元阳那里傣族土陶制作技艺,传承习俗,传女不传男
元阳那里傣族土陶制作技艺,家庭传承模式,母女、婆媳相传
元阳那里傣族土陶制作技艺,使用工具,木板/木锤/竹片/卵石
元阳那里傣族土陶制作技艺,原料来源,本村特有的黑褐色杂土(土陶土
元阳那里傣族土陶制作技艺,工艺流程步骤,采土/碎土/和泥/拉坯成型/印花/风干/烧制
元阳那里傣族土陶制作技艺,典型造型特征,罐形变体带小圈足
元阳那里傣族土陶制作技艺,形制分类,高低/敞口/大口/小口之分
元阳那里傣族土陶制作技艺,功能设计,两侧系耳带流
元阳那里傣族土陶制作技艺,纹饰题材,现实生活中的花卉/枝叶/蔓藤
元阳那里傣族土陶制作技艺,艺术风格,古老独特的民族风格
元阳那里傣族土陶制作技艺,表面处理方式,不上釉保留土红色
元阳那里傣族土陶制作技艺,产品种类,锅/碗/水杯/水壶/盘/罐等十余种
元阳那里傣族土陶制作技艺,应用领域,日常生活各个方面
元阳那里傣族土陶制作技艺,保护现状,入选云南省第四批省级非物质文化遗产代表性项目名录扩展项目名录
元阳那里傣族土陶制作技艺,项目代表性传承人,李秀芬
元阳那里傣族土陶制作技艺,历史特征,保留原始制陶工艺历史悠久
阿勒古歌,民族学特征,纳西族创业史
阿勒古歌,历史学特征,火把节传统
阿勒古歌,符号学特征,古纳西语使用
阿勒古歌,美学特征,优美婉转有力的曲调
仓巴表演,社会学特征,男女对唱形式
仓巴表演,民族学特征,人物装扮特色
仓巴表演,历史学特征,接/跳/送阿勒三部分结构
仓巴表演,美学特征,错落有致的歌词韵律
纳西族,社会学特征,集体祭祀活动
纳西族,民族学特征,语言文化传承
纳西族,历史学特征,开荒建庄叙事
纳西族,符号学特征,固定演唱格式
纳西族,美学特征,即兴创作艺术
木逢春,代表性传承人,阿勒古歌
云南省第三批省级非物质文化遗产,入选项目,阿勒古歌
沧源佤族农耕文化,主要特征,保留农耕习俗
沧源佤族农耕文化,主要特征,整个农耕过程都离不开传统祭祀
沧源佤族农耕文化,主要特征,农耕过程中相伴而产生的一些歌舞衍生出许多深厚的文化内涵
佤族农耕习俗,发源于,莫玛点播文化
定耕,是,佤族农耕文化的主线
整个农耕过程,贯穿着,传统祭祀
佤族各类文化,派生自,定耕这条主线
莫玛点播,具有特色,最有特色
叫谷魂,具有神秘感,最有神秘感
拉木桥,具有凝聚力,最有凝聚力
新米节,特点,最快乐
佤族农耕习俗,包括,春播、夏管、秋收和冬藏
佤族农耕习俗,蕴含着,佤族先民的智慧和图腾崇拜
佤族农耕习俗,反映了,佤族社会的生产力和社会发展水平
佤族农耕习俗,是一部,佤族民族史、社会史、文化史
农耕器具,现状,损失严重很多器具已经消失
生产方式,改变导致,农耕习俗也随着发生改变
传统农耕习俗的祭祀活动,现状,渐渐淡化
佤族农耕习俗,入选,云南省第四批省级非物质文化遗产代表性项目名录
宁蒗彝族擀毡技艺,历史学特征,生产历史悠久
宁蒗彝族擀毡技艺,符号学特征,披毡类型：伙波/瓦拉/袈什
宁蒗彝族擀毡技艺,美学特征,形状略呈梯形上窄下宽
宁蒗彝族擀毡制品,社会学特征,婚嫁时的礼服和过世必备服装
宁蒗彝族擀毡制品,民族学特征,终年放养绵羊
宁蒗彝族擀毡制品,历史学特征,入选云南省第四批省级非物质文化遗产代表性项目名录扩展项目名录
宁蒗彝族擀毡制品,符号学特征,垫毡/披毡/背毡功能区分
宁蒗彝族擀毡制品,美学特征,结实、防潮、防湿经久耐用
剪羊毛习俗,社会学特征,属虎/属猴/属羊等日子禁忌操作
披毡用途,民族学特征,野外放牧防寒防雨
背毡设计,社会学特征,正背小孩用
擀制工序,历史学特征,全手工制作工艺简单
原料来源,民族学特征,粗短型绵羊毛每年可剪三次
定型技术,符号学特征,细竹竿反复搓揉增强结实度
传承人体系,社会学特征,杨军、折拉毛为项目代表性传承人
文化变迁现象,历史学特征,现代生活水平提高导致使用减少
苗族服饰代表,地点,鲁甸县水磨镇
苗族服饰构成元素,包括,上衣、披肩、裤裙、腰带、绑腿
苗族服饰历史记载,来源,《后汉书》
盘瓠子孙特征,描述,织绩木皮染以草实好五色衣服裁制皆有尾形
五色定义,包含颜色,红、白、黑、黄、绿
尾形特征,体现于,花衣精美的背牌吊穗及宽大甩尾的披肩
妇女裙子红色三条线象征意义,代表,黄河、长江、家园
男子盛装象征意义,源于,远古祖先蚩尤战袍
披肩大袖方形图案象征意义,代表,苗族曾经的城池田园
苗族服饰质地材料,使用,麻布
麻布制作工艺过程,包括步骤,种麻、剥麻、煮麻、绩麻、织布
服饰加工工艺,涉及技术,刺绣、编织、裁剪
花苗支系婚嫁习俗,要求穿戴,艳丽夺目的盛装
丧葬场合着装规定,限制为,生活便装或一般装束颜色不鲜艳显眼
节庆接见贵客着装规范,要求穿,盛装
中老年长辈着装偏好,主色调,白色或其他浅淡色
苗族服饰功能作用,具有,民俗礼仪、社会教化、秩序维护
苗族传统服装现状,仅在特定时间穿戴,花山节等传统节日
传统服饰制作技艺困境,面临问题,后继无人绝境
保护传承状态,入选项目,云南省第四批省级非物质文化遗产代表性项目名录扩展项目名录
项目代表性传承人,指定为,刘忠英
永仁县彝族器乐,包括乐器,二胡
永仁县彝族器乐,包括乐器,四弦胡
永仁县彝族器乐,包括乐器,京胡
永仁县彝族器乐,包括乐器,笛子
永仁县彝族器乐,包括乐器,月琴
永仁县彝族器乐,包括乐器,哔噜
永仁县彝族器乐,包括乐器,响篾
永仁县彝族器乐,包括乐器,唢呐
永仁县彝族器乐,包括乐器,大号
永仁县彝族器乐,包括乐器,独片响篾
永仁县彝族器乐,包括乐器,大鼓
永仁县彝族器乐,包括乐器,小鼓
永仁县彝族器乐,包括乐器,大片镲
永仁县彝族器乐,包括乐器,小片镲
永仁县彝族器乐,包括乐器,木鱼
阿朵所村彝族器乐演奏乐队,活动范围,永仁县各彝族村寨红白喜事
阿朵所村彝族器乐演奏乐队,受邀演出地区,攀枝花
阿朵所村彝族器乐演奏乐队,受邀演出地区,会理
阿朵所村彝族器乐演奏乐队,受邀演出地区,华坪
永仁县文化部门,牵头行动,搜集民族民间音乐资料
永仁县彝族器乐,入选项目,云南省第三批省级非物质文化遗产代表性项目名录
彝族赛装节,文化功能,承载器乐历史演变
器乐曲谱,保存形式,演出光盘多套
民族民间歌曲,搜集数量,多首
舞蹈音乐,搜集数量,余首
器乐曲,搜集数量,余首
彝剧剧本曲谱,保存单位,篇
场景演奏记录,保存场次,余场次
纳西族驯鹰习俗,历史学特征,南迁至金沙江流域数千年
纳西族驯鹰习俗,符号学特征,对鹰的崇拜与神化
纳西族驯鹰习俗,美学特征,颂扬鹰的品格体态精神
猎犬-人-鹰协作体系,社会学特征,三者分工合作贯穿狩猎过程
一年一驯一放制度,社会学特征,遵循自然资源永续思想
三月放归自然仪式,民族学特征,承载文化记忆与传承
驯鹰技艺系统,历史学特征,捕鹰/驯化/鹰猎完整链条
现代演变形态,社会学特征,从生产性转向娱乐健身功能
非物质文化遗产认定,符号学特征,云南省第四批省级名录标识
传承人群体构成,民族学特征,李实/和跃根等八位代表性传承人
言传身教机制,教育学特征,传统知识代际传递模式
地形适应策略,历史学特征,结合横断山区地貌特征实践
生存改善效应,社会学特征,扩大生产范围提升生活品质
彝族服饰,作为,彝族民族特征的外在标识
富宁县彝族倮支系,自称,孟巴
富宁县彝族倮支系,他称,倮倮
富宁县彝族倮支系,被认定为,彝族
富宁县彝族服饰,主要分布于,文山州富宁县
富宁县彝族,主要居住于,富宁县城西南部山区
富宁县彝族,少数居住于,坝区
富宁县彝族服饰,属,彝族服饰中的滇东南系列文西式类型
富宁县彝族服饰,按照款式和工艺分为,白彝服饰、高裤脚白彝服饰、百花彝服饰、黑彝服饰和花彝服饰个亚类
白彝服饰,是,富宁县彝族服饰典型和代表
富宁县彝族服饰,具有,较高的传承和保护价值
富宁县彝族服饰的图案和传说,是探索,本民族族源、迁徙、重大历史事件的民族记忆
高脚裤白彝服饰传说,记录着,古代战争印记
蜡染荞花,铭记着,荞子的救命之恩
龙纹、龙花、龙鳞纹,反映了,彝族婚姻传说
大量的蜡染铜鼓纹,是,穿在身上的铜鼓文化
富宁县彝族服饰制作,集,纺织、印染、刺绣和拼贴等工艺于一体
富宁县彝族服饰的蜡染技艺,具有,科学价值
富宁县彝族服饰,材质地道,款式别具一格
富宁县彝族服饰,做工精细,堪称民族服饰工艺典范
富宁县彝族服饰,具有,极高的审美价值和欣赏价值
富宁县彝族服饰,在民族节日、婚丧嫁娶、祭祀活动时必须着装,有标识社会角色、体现民族认同的社会价值
富宁彝族服,靠,婆传媳、媳传女方式传承
富宁彝族服,传承链条单一,传统服饰大量流失亟需保护
柏玉仙、陆成英,是,项目代表性传承人
拉伯乡普米族传统文化生态保护区,历史学特征,历史悠久
拉伯乡普,民族学特征,多民族居住
吾昔节,民俗内容,祭祖祭山神
吾昔节,民俗活动,最隆重
《洪水朝天》,民间文学篇目,诗歌和故事组成
《跳起欢乐的锅庄》,传统音乐作品,代表作品
祭祀舞《醒英蹉》,舞蹈类别,祭祀舞
木版画,传统美术形式,存在
成年仪式,时间,岁时举行
拉伯乡生态保护区,政府保护措施,加大对保护区的保护力度
沙式武术,民族学特征,融合传统形意拳、八卦掌、通背掌、太极拳等内家拳
沙式武术,历史学特征,由我国武术大师沙国政所创
沙式武术,符号学特征,将中国传统哲学思想融于其中注重武理、武法的研究、总结与实践
沙式武术,美学特征,内容丰富且具有表演观赏性
形意之蛇形通背掌对练,社会学特征,作为沙式武术的一部分体现其社会价值和影响力
形意之蛇形通背掌对练,民族学特征,继承和发展了中华传统武术文化
形意之蛇形通背掌对练,历史学特征,源自沙国政大师创立的沙式武术体系
形意之蛇形通背掌对练,美学特征,展现独特的运动美感和艺术表现力
澜沧县哈尼族,民族学特征,属僾尼支系
澜沧县哈尼族服饰,历史学特征,自唐宋传承至今
澜沧县哈尼族服饰材质演变,历史学特征,记录民族迁徙历史
澜沧县哈尼族服饰图案,符号学特征,记载对自然的认识和生活写照
澜沧县哈尼族服饰制作技艺,工艺价值,集纺织/印染/刺绣/拼贴/装饰于一体
蓝靛印染技艺,科学价值,传统染色方法
澜沧县哈尼族服饰,审美价值,配铝泡/料珠/银币等装饰显华贵精致
男女传统款式服饰,社会价值,保持民族特征与认同
民族服饰开发,社会价值,助推经济发展
澜沧县哈尼族服饰,非物质文化遗产地位,云南省第四批省级扩展项目名录
李阿九,项目代表性传承人,澜沧哈尼族服饰制作技艺
地域差异,符号学特征,分为尖头支/平头支/利车支/改新支/吉坐支亚型
服饰结构组成,社会学特征,包括头饰/上衣/胸兜/筒裙/飘带/绑腿
点苍派武术,融合门派,武当派
点苍派武术,融合门派,少林派
点苍派武术,融合门派,峨眉派
点苍派武术,包含流派,点苍太极门
点苍派武术,包含流派,点苍八卦门
点苍派武术,包含流派,点苍通臂门
点苍派武术,代表性武器,铎鞘
点苍派武术,代表性武器,浪剑
点苍派武术,代表性武器,郁刀
点苍派武术,传世秘笈,《五毒掌》
点苍派武术,传世秘笈,《太极掌》
点苍派武术,传世秘笈,《八卦掌》
点苍派武术,传世秘笈,《浪剑》
点苍派武术,传世秘笈,《郁刀》
点苍派武术,文化属性,中原武术文化与大理民族武术交流融合
点苍派武术,体系构成,完整系统功法
点苍派武术,体系构成,系列器械
点苍派武术,体系构成,系统理论
点苍派武术,历史传承场所,寺院
点苍派武术,传承方式特点,单一
点苍派武术,现状问题,传统传承空间不断萎缩
点苍派武术,现状问题,传承路径越来越窄
点苍派武术,保护状态,云南省第三批省级非物质文化遗产代表性项目名录
点苍派武术,项目代表性传承人,白侍儒
壮族铜鼓舞,历史学特征,对于研究壮族历史发展有重要价值
壮族铜鼓舞,符号学特征,木鼓与铜鼓的默契配合产生共鸣和特殊的滑音效果
壮族铜鼓舞,美学特征,古朴独特、庄重自然的舞蹈形态
壮族铜鼓舞,社会学特征,自娱性舞蹈在农历正月初一跳至正月十六收鼓
壮族铜鼓舞,社会学特征,祭祀性舞蹈在死者出殡时敲跳直至墓地安葬
壮族铜鼓舞,民族学特征,以前只限男性起舞现在女性也能参与其中作为辅助在一旁附和吟唱
壮族铜鼓舞,历史学特征,入选云南省第四批省级非物质文化遗产代表性项目名录扩展项目名录
壮族铜鼓舞,民族学特征,项目代表性传承人是陶元明、王树兴
丁巴什罗,使命,为人类降妖除魔
丁巴什罗,地位,所有纳西族东巴的宗师
历代祭司东巴,行为,主持仪式时提到丁巴什罗传奇故事
历代祭司东巴,目的,获得丁巴什罗法力加持
《丁巴什罗传》,类型,伏魔神话
《丁巴什罗传》,内容范围,从开天辟地讲到丁巴什罗出生
丁巴什罗,外貌特征,长着瞅鬼的眼、吃鬼的嘴、杀鬼的手和镇鬼的脚
丁巴什罗,经历,与喇嘛斗法被赐予本领
丁巴什罗,经历,为解救人类与吃人的女魔成亲最终将其杀死
《丁巴什罗传》,异名版本,《什罗祖师传略》
《丁巴什罗传》,异名版本,《杀三百六十个鬼卒和女魔固松玛》
《丁巴什罗传》,异名版本,《什罗的出处和来历》
《丁巴什罗传》,作用,为相关文化研究提供重要依据
民间,保存仪式,超度什罗
民间,祭祀环节,吟诵《丁巴什罗传》
吟诵《丁巴什罗传》,关联,纳西族日常生活
年纳西族神话《丁巴什罗传》,荣誉,入选云南省第四批省级非物质文化遗产代表性项目名录
年纳西族神话《丁巴什罗传》,项目代表性传承人,和承德
香格里拉五月赛马节,具有,民族学特征
香格里拉五月赛马节,具有,历史学特征
香格里拉五月赛马节,具有,美学特征
香格里拉五月赛马节,包含活动,速度赛
香格里拉五月赛马节,包含活动,步伐走马
香格里拉五月赛马节,包含活动,跑马骑射
香格里拉五月赛马节,包含活动,马术技巧
香格里拉五月赛马节,伴随项目,牦牛赛跑
香格里拉五月赛马节,伴随项目,牛拉杠
香格里拉五月赛马节,关联文化形式,民歌大赛
香格里拉五月赛马节,关联文化形式,民族服饰展演
香格里拉五月赛马节,关联经济行为,物资交流会
香格里拉五月赛马节,体现价值,区域合作与交流
香格里拉五月赛马节,体现价值,经济社会发展促进
团山民间传统武术,历史学特征,源于抵御外敌入侵的实战技能积累
团山民间传统武术,美学特征,节奏明快、动作朴实精悍的视觉韵律美
团山民间传统武术,社会学特征,民族节庆展现民族魅力的核心活动
团山民间传统武术,民族学特征,口传手教的传统技艺传递方式
团山民间传统武术,历史学特征,从初级单练到高级对练的进阶训练体系
团山民间传统武术,美学特征,竞技性与观赏性融合的身体运动艺术
团山民间传统武术,社会学特征,当地群众广泛参与的传统健身项目
团山民间传统武术,民族学特征,王树荣作为彝族代表性传承人
团山民间传统武术,历史学特征,入选云南省第三批省级非遗名录的文化认证
团山民间传统武术,符号学特征,双节棍/流星锤等特色器械的文化符号化表达
团山民间传统武术,美学特征,短小简捷套路体现的效率美学原则
剑川白族东山打歌,民族学特征,白族文化传统
剑川白族东山打歌,历史学特征,清代文献记载《打歌行》
剑川白族东山打歌,符号学特征,树叶伴奏器乐
剑川白族东山打歌,美学特征,古朴粗犷舞蹈风格
剑川白族东山打歌,社会学特征,男女分开列队形式
剑川白族东山打歌,民族学特征,本主节祭祀仪式
剑川白族东山打歌,符号学特征,全足掌着地踏步节奏
剑川白族东山打歌,美学特征,前倾后仰身形动态
剑川白族东山打歌,社会学特征,家传与拜师学艺制度
剑川白族东山打歌,民族学特征,白语七字句歌词结构
剑川白族东山打歌,历史学特征,云南省非遗扩展项目名录
剑川白族东山打歌,符号学特征,圆圈/纵队队形变换
剑川白族东山打歌,美学特征,载歌载舞通宵达旦
剑川白族东山打歌,社会学特征,民俗活动实践载体
剑川白族东山打歌,民族学特征,雪山太子信仰体系
剑川白族东山打歌,历史学特征,颜炳英代表性传承人
剑川白族东山打歌,符号学特征,十二月调起始程式
剑川白族东山打歌,美学特征,诗歌舞三位一体形态
宜良花街节,民族学特征,融民俗、手工技艺、传统饮食、戏剧、诗歌、歌舞、音乐等民族文化艺术为一体
宜良花街节,历史学特征,据元代李京《云南志略》记载宜良坝子冬夏无暑四时花木不绝；明洪武间万士旺因立有军功诰封武德将军被安置在城西瓦窑村屯垦；后以其姓改村名为万家凹村；万氏于村中广辟花园名为万家花园；最迟在明末万家凹村头近城的西门河侧畔已形成为花气馥郁的地区称为卖花滩；据明嘉靖《宜良县志》记载明朝嘉靖年间开挖的文公渠上所建清远桥花农们于此售卖鲜花称花桥
宜良花街节,美学特征,万花汇萃花潮涌动人流奔腾花市绵延长达五公里有余；面塑人物、糖人糖马、针织刺绣、竹编草编、白陶器具、钩花扎染、木雕根雕等工艺品竞相开展；各种民间美食也云聚花街如宜良烧鸭、猪脚米线、都督烧麦、凉卷粉、豌豆粉、甜咸各馅包子、芽豆、粽子及金雀花、槐花、老白花白杜鹃、棠梨花、白刺花、石榴花等各类花卉制作美食更有花灯歌舞、传统滇剧等演出
宜良花街节,历史学特征,每年农历五月初五举行
宜良花街节,社会学特征,成为增强民族凝聚力、促进民族团结的重要纽带
宜良花街节,社会学特征,推动了全县经济发展
宜良花街节,历史学特征,年入选云南省第四批省级非物质文化遗产代表性项目名录
彝族簸箕弦,社会学特征,表达情感的主要方式
彝族簸箕弦,社会学特征,主要的文化娱乐活动
彝族簸箕弦,民族学特征,舞蹈共有十二套路
彝族簸箕弦,民族学特征,中间燃起篝火每对男女都面对面站立
彝族簸箕弦,民族学特征,动作以走跳步为主动律拍手跳步弯腿、身斜、搓步抖并拍手叫喊
彝族簸箕弦,历史学特征,历史悠久是彝族袓先从围猎劳动的过程中逐步创造发展而成
彝族簸箕弦,符号学特征,故名簸箕弦因队形和伴奏乐器得名
彝族簸箕弦,美学特征,服装为生活装全部为手工制作
彝族簸箕弦,社会学特征,入选云南省第四批省级非物质文化遗产代表性项目名录
自羌朗村彝族传统文化生态保护区,入选项目,云南省第四批省级非物质文化遗产代表性项目名录
林方圆,身份,项目代表性传承人
李世行,身份,项目代表性传承人
紫春润,身份,项目代表性传承人
罗开春,身份,项目代表性传承人
尝新节,传统节日,自羌朗村
火把节,传统节日,自羌朗村
春节,传统节日,自羌朗村
跳钱鞭,传统舞蹈,自羌朗村
彝族耍龙灯耍龙,传统舞蹈,自羌朗村
彝族服饰制作,传统手工技艺,自羌朗村
传统器物制作,传统手工技艺,自羌朗村
土碱制作,传统手工技艺,自羌朗村
酿酒,传统手工技艺,自羌朗村
竹编,传统手工技艺,自羌朗村
草编,传统手工技艺,自羌朗村
打陀螺,民间体育游艺项目,自羌朗村
扭扁担,民间体育游艺项目,自羌朗村
傣族传统手工造纸,社会学特征,社会生产生活的反映
傣族传统手工造纸,社会学特征,统购统销模式
傣族传统手工造纸,民族学特征,嘎拉沙/棉纸/缅纸/构皮纸
傣族传统手工造纸,民族学特征,佛事活动用途
傣族传统手工造纸,民族学特征,茶叶包装应用
傣族传统手工造纸,民族学特征,纸工艺品制作
傣族传统手工造纸,历史学特征,入选云南省级非物质文化遗产
岩坎、玉温丙,历史学特征,项目代表性传承人
刮树皮工序,符号学特征,自然材料利用象征
抄纸工序,符号学特征,手工技艺传承符号
韧性好特点,美学特征,材质美感
纸伞制作应用,美学特征,造型设计元素
绘画载体功能,美学特征,文化表达媒介
同尼尼舞,民族学特征,蕴含着哈尼族的民族信仰和价值取向
同尼尼舞,历史学特征,起源于哈尼族先民的原始生产生活属祭祀性舞蹈过去只在祭祀和丧葬活动时进行
同尼尼舞,符号学特征,主要伴奏为铓锣和鼓鼓在哈尼族社会中有着神圣地位由祭师亲制并保管使用时需先对鼓举行祭礼
同尼尼舞,美学特征,动作特点为屈膝一脚前伸弹动双手来回上下交替下时手心朝外从胸前斜下至腰侧上时掌心向上环至胸前身体随节奏变化扭动
同尼尼舞,美学特征,女性动作虚而不飘、实而不僵、婉转协调
同尼尼舞,社会学特征,在云南省哈尼族地区以及越南、老挝、泰国等地哈尼阿卡聚居区均有着较大的影响
同尼尼舞,历史学特征,入选云南省第三批省级非物质文化遗产代表性项目名录
同尼尼舞,民族学特征,项目代表性传承人是陈义兴
苗族芦笙乐,历史时期,明、清时
苗族芦笙乐,起源地,贵州省威宁一带
苗族芦笙乐,传入云南路径,随苗族迁徙
苗族芦笙乐,主要流传地区,云南省曲靖市马龙区
苗族芦笙乐,使用乐器,芦笙
伴舞者,舞蹈方向,逆时针方向绕大圆圈
芦笙演奏者,技巧动作,蹲跳
芦笙演奏者,技巧动作,蹉跳
芦笙演奏者,技巧动作,翻滚
芦笙演奏者,技巧动作,倒挂金钩双脚倒挂在木杆上表演
苗族芦笙乐,代表性乐曲,探路曲
苗族芦笙乐,代表性乐曲,鸡鸣曲
苗族芦笙乐,代表性乐曲,獐子曲
苗族芦笙乐,代表性乐曲,敬酒曲
苗族芦笙乐,代表性乐曲,出嫁曲
苗族芦笙乐,代表性乐曲,送客曲
苗族芦笙乐,代表性乐曲,丰收曲
苗族芦笙乐,代表性乐曲,迎客曲
苗族芦笙乐,代表性乐曲,犁地曲
苗族芦笙乐,代表性乐曲,礼装曲
苗族芦笙乐,学习难度因素,高难度舞蹈动作
苗族芦笙乐,学习难度因素,音乐悟性要求
苗族芦笙乐,传承现状,熟练掌握技艺的传承人日渐减少
村民文化活动室,建立地点,马龙区深沟村委会
村民文化活动室,功能定位,苗族芦笙演奏传承基地
苗族芦笙乐,入选项目,云南省第四批省级非物质文化遗产代表性项目名录
苗族芦笙乐,项目代表性传承人,韩尚云
曼掌村,民族支系,傣族傣泐支系
曼掌村,建村时间,明朝年间
曼掌村,荣誉称号,云南省美丽乡村建设示范村
曼掌村,文化定位,文化农庄
曼掌村,地理位置特征,三面环山一面朝向坝区
曼掌村,河流分布,南养河由东南流向西北贯穿村寨
曼掌村,植被类型,南亚热带绿阔叶树种为主
村民,信仰体系,原始宗教崇拜祖先与自然
村民,祭祀对象,天神/地神/山神/水神/日神/月神/风神/雷神/谷神/寨神/勐神
传统节日,包括,春节
